Site,dcs:Count_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,End_Date
dcid:geoId/44,52,,,,386,10.5,7.45,14.08,275,11.9,8.2,16.35,224,8.8,5.1,12.87,412,13.9,9.71,18.32,525,10.5,7.28,14.09,937,12.2,9.4,14.84,128907,99321,156801,2021-04-03
dcid:geoId/45,396,30.2,25.62,34.7,366,28.9,24.25,33.52,405,23.5,18.69,28.07,380,15.1,11.05,19.57,574,25.3,21.44,29.49,973,26.2,22.85,29.73,1547,25.8,23.28,28.5,1278629,1153739,1412439,2021-04-01
dcid:geoId/46,6,,,,168,32.2,19.99,40.53,110,28.0,13.25,39.64,55,,,,186,29.2,19.58,41.91,153,26.6,12.73,35.93,339,27.9,18.43,33.86,241137,159288,292648,2021-04-02
dcid:geoId/47,202,36.3,29.45,43.8,284,28.1,22.43,33.95,391,23.9,19.38,28.82,701,14.7,12.1,17.56,646,26.1,21.77,31.06,932,27.9,23.8,32.33,1578,27.0,23.76,30.02,1795794,1580299,1996657,2021-04-03
dcid:geoId/48,85,40.3,27.99,53.09,387,33.0,26.95,38.59,386,24.7,19.64,29.65,329,14.0,10.31,19.1,394,32.4,24.9,39.48,793,30.0,24.99,34.73,1187,31.2,26.62,35.21,8700181,7423039,9818377,2021-04-01
dcid:geoId/49,52,,,,456,30.7,25.57,35.71,431,25.4,20.77,30.84,371,14.1,10.24,18.53,453,31.6,22.82,39.71,857,28.2,22.07,33.89,1310,29.9,24.52,35.05,910560,746720,1067395,2021-03-30
dcid:geoId/51,16,,,,304,17.4,13.05,22.3,306,13.7,9.03,19.3,304,5.9,3.26,9.03,358,11.0,6.72,15.68,572,18.5,13.94,23.64,930,14.8,11.49,18.47,1245239,966743,1554024,2021-03-31
dcid:geoId/50,17,,,,244,2.2,0.26,4.8,171,0.6,0.0,1.82,124,2.6,0.0,6.68,184,2.2,0.34,4.95,372,1.3,0.19,2.77,556,1.7,0.52,3.38,10625,3250,21124,2021-04-03
dcid:geoId/53,270,5.5,2.61,8.58,327,5.3,2.82,8.25,324,5.0,2.59,8.03,393,3.7,1.62,6.16,582,6.1,3.77,8.82,732,3.9,2.35,5.62,1314,5.0,3.67,6.56,364717,267702,478508,2021-03-31
dcid:geoId/55,51,,,,606,34.4,29.95,39.3,443,28.9,23.82,34.9,242,20.6,14.48,27.06,500,29.6,23.71,35.99,842,32.1,26.85,37.43,1342,30.8,27.12,35.1,1779745,1567100,2028216,2021-04-02
dcid:geoId/54,40,,,,418,15.2,11.47,19.0,315,11.2,7.49,15.21,313,7.9,4.44,11.37,469,14.9,10.57,20.08,617,8.5,6.13,11.24,1086,11.7,9.24,14.45,213999,169005,264298,2021-04-03
dcid:geoId/56,21,,,,259,26.0,19.57,32.23,205,18.5,11.91,25.33,212,13.3,8.35,18.62,298,23.3,14.29,35.11,399,25.2,17.95,32.24,697,24.2,18.51,31.01,140804,107698,180427,2021-04-02
dcid:country/USA,8396,25.9,24.74,27.04,19332,22.5,21.72,23.31,16729,18.6,17.76,19.53,16452,13.1,12.39,13.84,24781,21.0,20.21,21.7,36127,20.5,19.86,21.04,60909,20.7,20.24,21.15,66840927,65355573,68293991,2021-04-04
dcid:geoId/02,34,,,,510,7.9,5.33,10.43,364,8.3,5.43,11.56,401,5.4,2.91,7.92,543,10.3,4.92,17.33,766,9.5,6.04,13.79,1309,9.9,6.19,14.21,73113,45714,104943,2021-04-15
dcid:geoId/01,175,38.3,30.57,45.77,314,33.5,28.38,38.61,453,24.5,20.79,28.43,543,17.7,14.16,20.95,669,29.5,25.54,34.16,816,31.0,27.32,35.08,1485,30.3,27.36,33.38,1473998,1330976,1623830,2021-04-17
dcid:geoId/05,277,30.9,24.93,37.11,373,31.6,26.88,36.53,375,19.5,15.25,24.13,335,15.0,11.09,19.57,543,25.8,21.8,29.83,817,27.1,23.39,30.54,1360,26.4,23.62,28.92,789537,706396,864902,2021-04-18
dcid:geoId/04,181,38.7,30.76,45.91,401,29.0,24.31,33.67,402,23.2,19.26,27.45,408,14.9,11.28,18.88,585,27.7,23.19,32.82,807,28.0,24.2,31.3,1392,27.9,25.1,30.74,1938125,1743618,2135411,2021-04-08
dcid:geoId/06,322,38.3,33.13,43.74,310,21.1,16.17,25.72,322,21.6,17.37,26.68,324,13.0,9.26,17.0,597,22.5,18.68,26.44,681,25.6,21.9,29.6,1278,24.1,21.47,26.77,9434851,8405239,10480123,2021-04-09
dcid:geoId/08,79,14.7,7.22,23.04,452,13.8,9.87,18.34,362,16.6,12.02,22.22,387,7.0,3.13,12.41,537,13.4,9.04,18.59,743,13.8,10.85,16.67,1280,13.6,10.82,16.96,752235,598469,938082,2021-04-16
dcid:geoId/09,180,10.8,6.1,15.65,370,10.9,7.72,14.43,367,10.9,7.55,14.81,369,7.8,4.99,10.94,536,11.3,8.12,14.7,750,9.5,7.32,12.04,1286,10.4,8.58,12.29,372476,307293,440167,2021-04-18
dcid:geoId/11,77,26.5,16.3,37.32,460,24.6,20.15,28.53,337,17.9,13.82,22.02,442,13.4,9.82,16.46,516,24.9,20.36,30.06,800,20.4,16.68,24.02,1316,22.6,19.69,25.6,154697,134778,175231,2021-04-10
dcid:geoId/10,150,22.2,15.99,29.56,492,16.9,13.62,20.26,439,16.8,13.36,20.82,399,9.4,6.39,12.35,540,15.9,12.35,20.03,940,17.5,14.65,20.39,1480,16.7,14.45,19.09,158566,137202,181259,2021-04-17
dcid:geoId/12,328,25.2,20.34,30.37,328,28.3,23.4,33.71,458,18.0,14.84,21.54,200,11.5,6.95,16.82,576,22.6,18.47,26.54,738,22.0,18.83,25.4,1314,22.3,19.78,24.8,4593385,4074312,5108338,2021-04-12
dcid:geoId/13,325,23.2,18.04,28.42,325,15.6,11.73,20.4,324,21.3,16.58,26.32,325,9.4,6.16,12.79,542,17.8,14.31,21.43,757,17.6,14.44,21.17,1299,17.7,15.41,20.36,1822655,1586842,2096568,2021-04-07
dcid:geoId/15,32,,,,367,2.0,0.47,3.51,363,2.4,0.86,4.28,562,2.9,1.3,4.43,511,3.1,0.61,7.1,813,1.9,0.98,3.05,1324,2.5,1.19,4.6,35551,16922,65413,2021-04-18
dcid:geoId/19,51,,,,589,16.6,13.13,20.18,373,21.1,16.67,25.55,280,13.2,9.23,18.06,524,23.3,17.32,29.08,769,17.8,13.6,22.96,1293,20.5,16.92,24.12,642162,530019,755559,2021-04-16
dcid:geoId/16,40,,,,472,14.1,10.19,18.01,342,21.1,15.23,26.8,439,13.3,9.96,17.37,488,15.6,9.83,21.57,805,21.4,14.53,28.25,1293,18.5,14.21,22.72,312245,239838,383470,2021-04-16
dcid:geoId/17,520,36.1,30.85,41.45,260,38.7,31.86,45.2,279,28.5,22.95,34.08,244,22.0,15.59,29.13,495,35.6,30.4,41.99,808,31.6,28.02,35.65,1303,33.6,30.53,36.82,4308023,3914403,4720875,2021-04-17
dcid:geoId/18,20,,,,466,25.7,20.9,30.59,188,25.9,18.14,34.91,148,19.7,11.85,28.52,213,29.3,19.1,42.32,609,22.4,17.2,27.65,822,25.8,20.03,31.98,1712456,1329476,2122649,2021-04-14
dcid:geoId/20,163,21.2,14.98,28.48,462,13.7,10.43,17.47,330,12.8,8.86,17.01,338,11.1,7.01,15.35,536,14.7,11.2,18.13,757,15.3,12.17,18.67,1293,15.0,12.66,17.53,436316,368251,509908,2021-04-13
dcid:geoId/21,335,25.5,20.8,30.16,245,25.8,20.35,31.45,348,24.7,20.03,29.33,422,15.5,12.13,19.09,577,23.0,18.82,27.01,773,24.8,21.28,28.73,1350,23.9,21.34,26.53,1061209,947540,1177986,2021-04-18
dcid:geoId/22,324,16.3,11.11,22.09,320,12.9,8.86,17.25,325,18.3,14.03,23.02,325,11.3,7.48,15.44,551,16.0,12.66,19.72,743,13.1,10.24,16.12,1294,14.5,12.27,17.04,676224,572226,794680,2021-04-17
dcid:geoId/25,194,13.3,8.01,18.46,368,9.2,6.06,12.04,367,11.5,8.08,15.18,364,10.3,7.01,13.46,552,10.6,7.6,13.61,741,10.7,8.1,13.25,1293,10.7,8.84,12.7,730831,603789,867435,2021-04-17
dcid:geoId/24,48,,,,385,33.3,27.74,37.69,370,12.6,9.13,16.3,372,6.2,3.71,9.05,500,26.3,20.38,32.02,675,25.2,20.29,29.9,1175,25.7,21.9,29.37,1542883,1314752,1763209,2021-04-15
dcid:geoId/23,13,,,,259,5.0,2.03,8.24,176,5.0,1.84,9.34,149,4.4,1.56,7.76,233,6.4,2.74,10.34,364,3.1,1.24,5.3,597,4.7,2.81,6.98,62642,37452,93030,2021-04-17
dcid:geoId/26,78,25.2,15.3,34.88,430,31.0,26.31,35.33,459,19.1,14.88,23.3,378,12.7,9.36,16.13,482,22.9,18.12,27.52,863,25.6,21.85,29.79,1345,24.3,21.32,27.62,2419670,2122936,2750258,2021-04-18
dcid:geoId/27,96,3.9,0.76,7.88,640,10.9,8.54,13.74,303,17.3,12.18,22.43,258,14.7,9.56,19.88,519,11.7,8.54,15.06,778,10.6,8.14,13.03,1297,11.1,9.23,13.25,613537,510175,732375,2021-04-16
dcid:geoId/29,195,29.5,21.78,38.52,364,26.6,20.9,32.4,387,29.3,23.62,35.59,401,15.7,10.85,20.41,592,27.7,22.32,32.46,755,24.5,20.07,28.93,1347,26.0,22.94,29.45,1583416,1397060,1793523,2021-04-18
dcid:geoId/28,31,,,,616,31.5,27.72,35.57,495,24.0,20.3,27.74,386,19.2,15.01,23.49,553,24.0,17.58,31.52,975,31.2,26.31,36.76,1528,27.7,23.81,32.33,827887,711624,966267,2021-04-14
dcid:geoId/30,22,,,,134,14.8,8.65,21.74,79,12.4,4.22,20.69,76,8.7,1.84,16.37,109,14.3,6.45,22.43,202,12.1,6.48,17.74,311,13.2,8.53,18.17,137509,88860,189283,2021-04-16
dcid:geoId/37,327,21.0,16.56,25.76,325,31.0,25.83,36.0,330,16.5,12.36,21.02,322,12.1,8.82,16.2,560,22.8,18.91,26.82,744,23.2,19.7,26.71,1304,23.0,20.21,25.64,2335794,2052452,2603902,2021-04-14
dcid:geoId/38,0,,,,4,,,,6,,,,12,,,,13,,,,9,,,,22,,,,,,,2021-04-16
dcid:geoId/31,71,,,,614,16.6,12.97,19.96,347,18.7,13.87,24.0,260,15.9,11.27,21.45,517,19.1,12.7,24.83,775,16.7,12.92,21.01,1292,17.9,14.09,21.36,340952,268381,406857,2021-04-16
dcid:geoId/33,16,,,,515,7.6,5.07,10.21,440,7.2,4.78,9.87,333,6.7,3.62,10.04,540,8.4,4.71,16.02,764,7.4,5.17,10.14,1304,7.9,5.64,11.89,106146,75780,159757,2021-04-08
dcid:geoId/34,194,44.5,36.82,52.04,352,33.9,28.71,39.16,288,21.9,16.9,27.23,309,18.3,14.06,22.96,454,31.8,27.15,36.43,689,30.9,27.19,34.64,1143,31.3,28.13,34.31,2780017,2498463,3047361,2021-04-15
dcid:geoId/35,159,20.8,14.3,28.59,380,16.3,12.47,20.45,379,16.7,12.7,20.82,379,10.2,6.88,13.54,538,15.9,11.91,19.98,759,16.9,13.51,20.29,1297,16.4,14.0,18.91,343159,292941,395679,2021-04-17
dcid:geoId/32,107,32.3,23.17,42.2,417,31.6,26.8,36.23,395,22.9,18.43,27.68,388,13.5,10.05,17.24,536,28.0,22.94,32.83,771,26.7,23.04,31.02,1307,27.4,24.19,30.67,800861,707037,896438,2021-04-16
dcid:geoId/36,264,13.8,9.5,18.34,355,11.2,7.96,14.85,346,15.3,10.98,19.35,332,9.3,6.26,13.0,577,13.7,10.74,17.23,720,10.9,8.58,13.54,1297,12.3,10.32,14.48,2413070,2024624,2840752,2021-04-17
dcid:geoId/39,332,33.8,29.17,38.85,354,38.4,33.54,43.71,342,33.9,28.6,39.11,344,18.3,14.01,22.59,708,42.2,38.2,45.96,664,24.5,20.52,27.99,1372,33.2,30.65,35.91,3865104,3568236,4180599,2021-04-17
dcid:geoId/40,325,23.2,18.7,27.69,325,16.4,12.25,20.51,325,19.1,14.85,23.37,325,17.4,13.41,21.78,511,21.9,18.02,25.56,789,15.6,13.0,18.11,1300,18.7,16.29,20.9,732692,638265,818891,2021-04-09
dcid:geoId/41,153,14.5,9.09,20.75,344,4.9,2.65,7.76,370,4.5,2.16,7.1,441,4.6,2.42,7.05,545,8.5,5.6,11.73,763,5.1,3.28,7.33,1308,6.8,5.04,8.64,277572,205730,352680,2021-04-14
dcid:geoId/42,381,20.9,16.88,25.47,358,27.3,22.61,33.07,399,22.2,16.52,28.32,454,14.0,9.91,18.49,617,23.2,19.13,27.11,975,21.9,18.39,25.68,1592,22.5,19.95,25.53,2878016,2551841,3265589,2021-04-18
dcid:geoId/72,325,8.9,5.58,12.54,325,39.7,32.85,46.43,325,50.2,43.78,58.29,325,84.2,78.55,89.78,520,44.9,39.89,50.52,780,43.0,38.56,47.64,1300,43.9,40.67,47.31,1486867,1377469,1602362,2021-04-13
dcid:geoId/44,51,,,,381,11.1,7.86,14.67,255,15.0,10.74,19.31,257,11.0,6.86,15.53,430,13.6,9.87,17.39,514,11.3,7.86,14.8,944,12.4,9.99,14.87,131020,105555,157118,2021-04-17
dcid:geoId/45,351,34.6,29.62,40.12,323,26.1,21.19,30.79,386,17.6,13.16,22.17,324,13.7,9.58,17.85,569,20.5,16.9,24.33,815,27.6,24.27,30.91,1384,24.2,21.55,26.47,1199334,1068002,1311833,2021-04-15
dcid:geoId/46,6,,,,94,30.0,16.03,49.13,55,,,,60,,,,73,,,,142,24.4,13.9,38.51,215,26.3,16.9,38.82,227308,146065,335517,2021-04-16
dcid:geoId/47,210,41.5,35.4,48.51,502,29.6,25.17,33.85,476,24.2,19.84,28.42,262,19.0,13.94,24.27,578,30.0,25.62,34.08,872,29.1,25.72,32.54,1450,29.5,26.87,32.35,1962071,1787148,2151627,2021-04-17
dcid:geoId/48,103,38.5,27.03,50.81,365,36.4,30.07,42.73,365,32.8,27.12,38.43,365,16.0,11.56,21.02,395,36.8,30.01,43.84,803,30.9,25.67,35.85,1198,33.9,29.92,38.55,9453081,8343250,10749743,2021-04-15
dcid:geoId/49,56,,,,440,27.8,22.89,32.89,456,25.2,20.46,30.06,362,14.4,10.27,18.37,457,25.5,17.28,33.56,857,29.3,23.57,35.26,1314,27.4,22.15,32.21,834426,674545,980907,2021-04-12
dcid:geoId/51,17,,,,402,16.6,12.74,21.09,352,15.7,11.74,20.48,348,6.2,3.39,9.52,419,12.0,8.02,17.09,700,19.5,14.62,27.85,1119,15.8,12.64,19.82,1329376,1063501,1667610,2021-04-15
dcid:geoId/50,18,,,,259,1.6,0.0,3.5,166,1.8,0.0,4.03,157,4.1,1.0,7.89,232,1.6,0.0,3.16,368,3.1,1.11,6.66,600,2.4,0.98,4.25,14999,6125,26562,2021-04-17
dcid:geoId/53,215,12.5,7.66,17.22,333,5.6,3.15,8.27,427,4.1,2.16,6.23,326,3.6,1.31,6.39,550,7.9,5.34,10.66,751,5.3,3.37,7.16,1301,6.6,4.92,8.19,481426,358881,597406,2021-04-15
dcid:geoId/55,104,35.6,24.87,46.54,439,33.2,27.94,38.72,480,26.1,21.64,30.63,298,19.6,14.51,24.49,541,32.0,26.79,37.75,780,28.2,23.62,32.19,1321,30.1,26.59,33.36,1739297,1536475,1927672,2021-04-17
dcid:geoId/54,38,,,,361,10.5,7.18,13.8,306,9.6,6.21,13.11,330,11.9,8.61,16.07,449,10.9,7.79,14.61,586,10.0,6.43,14.12,1035,10.5,7.89,13.22,192051,144312,241801,2021-04-17
dcid:geoId/56,32,,,,393,31.5,27.12,36.3,342,26.9,21.83,32.01,245,12.8,8.74,17.28,462,27.5,20.09,36.03,550,30.6,23.97,37.84,1012,29.0,23.75,33.81,168732,138186,196719,2021-04-17
dcid:country/USA,7820,27.2,25.98,28.55,19347,23.6,22.77,24.46,17420,20.3,19.43,21.21,16508,13.0,12.24,13.8,24890,22.3,21.53,22.97,36205,21.3,20.61,21.92,61095,21.8,21.24,22.23,70392861,68584604,71781344,2021-04-18
dcid:geoId/02,48,,,,482,10.3,7.02,13.57,442,9.9,6.98,13.11,336,8.5,5.31,12.11,527,10.5,6.66,14.71,781,11.8,7.96,16.5,1308,11.1,8.44,14.1,81975,62331,104131,2021-04-30
dcid:geoId/01,251,35.3,29.39,41.07,439,29.0,24.79,33.71,485,22.5,19.08,26.99,486,17.3,13.69,20.91,717,28.5,24.59,32.76,944,26.0,22.81,29.06,1661,27.2,24.92,29.95,1323193,1212278,1456972,2021-05-02
dcid:geoId/05,306,33.6,28.12,39.22,348,22.3,17.67,27.04,345,23.6,18.52,29.37,347,17.0,12.86,21.36,513,26.1,22.05,30.16,833,22.7,19.58,25.9,1346,24.3,21.76,27.17,726733,650770,812565,2021-05-01
dcid:geoId/04,233,35.1,28.92,41.31,330,27.3,22.74,32.18,347,21.7,17.26,26.13,387,16.7,12.39,20.97,556,26.2,22.22,30.8,741,26.5,22.86,30.5,1297,26.3,23.72,29.33,1826978,1647754,2037463,2021-04-23
dcid:geoId/06,324,42.2,36.66,47.72,328,19.7,14.89,24.91,328,23.1,17.88,27.83,326,17.1,13.14,21.28,627,22.9,19.22,26.6,679,27.4,23.65,31.27,1306,25.2,22.64,27.99,9865488,8863279,10957738,2021-04-24
dcid:geoId/08,84,12.5,5.6,20.82,474,12.6,8.64,18.15,348,13.5,9.62,19.24,417,4.8,2.64,7.18,557,12.4,8.42,18.59,766,11.0,8.01,14.35,1323,11.7,8.95,15.26,647143,495037,844052,2021-04-23
dcid:geoId/09,165,14.6,8.89,19.84,380,10.6,7.28,13.78,371,14.3,10.9,18.27,377,8.3,5.43,11.45,532,11.3,8.16,14.48,761,12.4,9.56,15.07,1293,11.9,9.99,13.94,426199,357792,499262,2021-05-02
dcid:geoId/11,109,39.2,29.74,47.96,362,20.6,16.35,25.35,455,22.3,18.3,26.28,377,11.3,8.19,14.88,513,25.5,20.5,30.58,790,20.9,17.5,24.95,1303,23.1,19.73,26.05,158119,135051,178312,2021-05-01
dcid:geoId/10,176,27.3,20.02,33.73,270,20.4,14.98,25.23,378,14.1,10.65,17.87,368,10.9,7.71,14.01,433,19.3,14.95,23.88,759,18.5,15.37,21.89,1192,18.9,16.2,21.59,179455,153818,204996,2021-05-01
dcid:geoId/12,330,25.6,20.96,30.29,348,25.3,21.1,30.0,329,16.9,12.87,20.78,331,12.2,8.82,15.87,581,19.5,16.1,23.18,757,22.6,19.62,25.68,1338,21.1,19.0,23.56,4346207,3913646,4852922,2021-04-26
dcid:geoId/13,324,21.5,16.06,26.72,325,15.9,11.73,20.21,323,16.7,12.29,21.6,325,13.3,9.37,17.26,520,20.6,16.83,24.74,777,13.6,10.65,16.37,1297,17.0,14.56,19.64,1750572,1499314,2022426,2021-04-21
dcid:geoId/15,22,,,,315,2.9,1.02,5.51,297,2.1,0.36,4.46,383,0.7,0.0,1.96,366,4.5,1.24,9.73,651,1.2,0.26,2.45,1017,2.9,1.19,5.39,41239,16922,76647,2021-05-01
dcid:geoId/19,54,,,,606,12.2,9.52,15.29,356,16.0,12.29,20.7,258,13.3,9.32,17.95,607,15.0,10.68,19.38,667,16.0,11.8,20.28,1274,15.5,12.33,18.58,485537,386237,582018,2021-04-30
dcid:geoId/16,59,,,,501,9.7,6.83,12.96,301,17.1,12.59,21.8,445,12.6,8.99,16.42,511,12.6,8.69,16.64,795,10.6,7.65,13.9,1306,11.6,9.22,14.4,195786,155616,243044,2021-05-01
dcid:geoId/17,386,36.8,30.37,43.65,324,32.3,26.41,38.1,317,31.9,25.63,38.63,332,20.3,15.28,25.05,534,29.7,24.65,34.81,825,33.2,29.4,37.25,1359,31.5,28.46,34.79,4038772,3648998,4460599,2021-05-02
dcid:geoId/18,28,,,,456,31.1,24.93,37.05,176,16.4,8.68,25.29,168,18.3,9.8,28.07,212,16.8,10.68,23.93,616,32.0,24.72,39.16,828,24.5,19.65,29.16,1626169,1304254,1935473,2021-04-28
dcid:geoId/20,112,17.5,9.66,25.86,459,9.9,6.93,13.24,350,11.9,8.25,15.6,387,10.5,7.3,14.32,536,13.4,9.53,17.59,772,11.1,8.14,14.26,1308,12.3,9.85,14.83,357779,286514,431371,2021-04-24
dcid:geoId/21,350,25.0,20.12,30.22,324,25.2,20.06,30.26,303,20.2,15.71,24.9,331,10.3,7.12,13.83,513,24.7,20.45,28.79,795,19.0,15.93,22.06,1308,21.8,19.28,24.48,967964,856071,1086962,2021-05-01
dcid:geoId/22,310,16.1,10.41,21.9,324,12.2,8.04,16.28,322,14.0,10.05,18.79,325,12.4,7.47,18.07,523,12.6,9.5,15.84,758,14.4,10.87,17.84,1281,13.5,11.03,15.95,629588,514397,743847,2021-05-01
dcid:geoId/25,185,11.7,6.82,16.48,369,9.2,6.08,12.38,365,10.4,7.15,14.18,362,10.7,7.42,13.76,526,10.2,7.38,12.97,755,10.2,8.03,12.51,1281,10.2,8.31,11.98,696680,567589,818257,2021-05-02
dcid:geoId/24,66,,,,273,43.1,37.66,49.54,293,15.1,10.71,19.25,274,6.6,3.86,9.57,431,38.5,32.9,44.05,475,18.3,14.08,22.61,906,28.1,24.38,31.39,1686965,1463637,1884478,2021-04-29
dcid:geoId/23,41,,,,304,4.7,1.9,7.93,179,6.4,2.69,10.91,153,1.8,0.0,4.69,247,4.5,1.81,7.48,430,3.4,1.74,5.7,677,3.9,2.28,5.67,51980,30388,75570,2021-05-01
dcid:geoId/26,88,37.5,26.94,47.32,377,29.8,24.61,34.66,365,20.2,15.79,24.25,377,12.9,9.3,16.46,448,27.5,21.97,32.87,759,26.0,22.09,29.87,1207,26.7,23.33,30.25,2658649,2323082,3012140,2021-05-02
dcid:geoId/27,134,13.4,6.25,21.28,512,11.5,8.14,14.69,326,11.3,7.24,15.76,323,10.8,7.4,14.97,543,13.0,9.5,16.83,752,10.6,7.73,13.55,1295,11.8,9.55,14.08,652228,527863,778252,2021-04-29
dcid:geoId/29,140,31.5,20.97,40.54,400,29.2,23.91,34.82,435,23.5,18.48,28.9,336,23.6,18.01,29.48,515,29.6,24.45,34.83,796,25.8,21.87,30.16,1311,27.7,24.53,30.83,1686947,1493892,1877566,2021-04-28
dcid:geoId/28,3,,,,575,28.5,24.28,32.45,470,25.9,21.45,30.25,414,19.8,15.61,23.86,512,25.2,20.62,29.47,950,28.7,25.23,32.27,1462,27.0,24.06,29.84,806966,719096,891847,2021-04-30
dcid:geoId/30,25,,,,264,12.0,8.03,16.34,163,12.6,7.67,18.2,163,8.8,4.54,13.51,242,11.1,7.23,16.44,373,8.7,5.33,12.74,615,9.9,7.24,13.2,103131,75421,137509,2021-05-01
dcid:geoId/37,326,23.3,18.48,28.43,324,26.8,21.82,31.78,331,17.0,13.1,21.06,322,13.0,9.54,16.91,542,21.4,17.44,25.54,761,22.5,18.99,25.62,1303,21.9,19.19,24.62,2224082,1948864,2500315,2021-04-28
dcid:geoId/38,0,,,,8,,,,7,,,,9,,,,9,,,,15,,,,24,,,,,,,2021-04-30
dcid:geoId/31,75,27.6,15.33,39.4,659,14.4,11.5,17.29,308,16.3,12.26,20.75,264,16.2,10.98,21.49,520,22.2,16.75,28.31,786,14.4,10.89,18.6,1306,18.3,15.0,21.68,348571,285714,412952,2021-05-01
dcid:geoId/33,58,,,,468,9.0,6.25,11.92,453,9.7,6.62,12.8,328,4.2,2.15,6.78,573,10.9,6.41,15.93,734,8.4,5.54,11.32,1307,9.6,7.1,12.36,128988,95397,166072,2021-04-28
dcid:geoId/34,110,35.6,25.67,44.68,244,32.9,26.56,39.33,239,23.6,18.28,29.11,259,12.3,8.47,16.61,338,26.7,20.97,32.5,514,29.9,25.63,34.34,852,28.4,24.78,31.98,2522444,2200921,2840414,2021-04-29
dcid:geoId/35,188,18.1,12.25,24.49,370,13.9,9.82,17.88,370,15.4,11.36,19.4,370,10.0,6.9,13.42,521,12.8,9.48,16.51,777,16.2,13.09,19.34,1298,14.5,12.32,17.02,303403,257788,356132,2021-05-01
dcid:geoId/32,78,25.9,14.79,37.09,417,31.3,26.3,36.72,388,23.4,19.24,27.91,418,10.8,7.62,14.01,539,25.7,20.72,31.52,762,25.2,21.1,29.85,1301,25.5,22.17,29.19,745326,647996,853180,2021-04-26
dcid:geoId/36,314,17.6,13.25,21.94,310,17.2,12.65,22.4,326,10.8,7.65,14.98,328,11.7,8.23,16.74,576,17.8,13.89,21.77,702,12.7,9.96,15.95,1278,15.2,12.63,17.78,2982005,2477811,3488161,2021-04-30
dcid:geoId/39,386,32.2,27.49,36.97,363,45.5,40.04,50.9,345,38.3,32.59,43.96,376,23.6,19.16,27.9,735,46.1,42.22,50.13,735,29.2,25.47,32.7,1470,37.5,34.63,40.35,4365705,4031583,4697498,2021-05-02
dcid:geoId/40,325,21.6,16.82,26.55,325,17.8,12.79,22.06,325,15.8,11.48,20.25,324,13.3,9.36,17.43,546,21.7,17.84,25.73,753,13.7,10.5,16.52,1299,17.7,15.35,20.04,693510,601434,785195,2021-04-23
